基金代码,基金简称,基金类型
012241,工银量化策略混合C,混合型-偏股
012243,东方红内需增长混合B,混合型-偏股
012244,广发金融地产精选股票A,股票型
012245,广发金融地产精选股票C,股票型
012248,大成恒享夏盛一年定开混合A,混合型-偏债
012249,大成恒享夏盛一年定开混合C,混合型-偏债
012250,安信平衡增利混合A,混合型-灵活
012251,安信平衡增利混合C,混合型-灵活
012253,鹏扬景润一年持有混合A,混合型-偏债
012254,鹏扬景润一年持有混合C,混合型-偏债
012255,富国高质量混合,混合型-偏股
012256,安信丰穗一年持有混合A,混合型-偏债
012257,安信丰穗一年持有混合C,混合型-偏债
012258,天弘鑫悦成长混合A,混合型-偏股
012259,天弘鑫悦成长混合C,混合型-偏股
012260,广发睿明优质企业混合A,混合型-偏股
012261,广发睿明优质企业混合C,混合型-偏股
012262,华宝可持续发展混合A,混合型-偏股
012263,华宝可持续发展混合C,混合型-偏股
012264,中银研究精选灵活配置混合C,混合型-灵活
012266,中泰稳固周周购12周滚动债A,债券型-混合二级
012267,中泰稳固周周购12周滚动债C,债券型-混合二级
012268,浙商智多享稳健混合发起式A,混合型-偏债
012269,浙商智多享稳健混合发起式C,混合型-偏债
012270,富国腾享回报6个月滚动持有A,混合型-偏债
012271,富国腾享回报6个月滚动持有C,混合型-偏债
012275,富国中证沪港深500ETF联接A,指数型-股票
012276,富国中证沪港深500ETF联接C,指数型-股票
012277,国泰佳益混合A,混合型-偏债
012278,国泰佳益混合C,混合型-偏债
012281,中欧精益稳健一年持有混合,混合型-偏债
012284,光大健康优加混合A,混合型-偏股
012287,东海启航6个月持有混合A,混合型-偏债
012292,泰康鼎泰一年持有期混合A,混合型-偏债
012293,泰康鼎泰一年持有期混合C,混合型-偏债
012294,泰康优势精选三年持有期混合,混合型-偏股
012297,东兴宸瑞量化混合A,混合型-偏股
012298,东兴宸瑞量化混合C,混合型-偏股
012299,浦银安裕回报一年持有期混合A,混合型-偏债
012300,浦银安裕回报一年持有期混合C,混合型-偏债
012301,易方达核心智造混合,混合型-偏股
012308,国泰价值远见混合A,混合型-偏股
012309,国泰价值远见混合C,混合型-偏股
012312,长城兴华优选一年定开混合A,混合型-偏股
012313,长城兴华优选一年定开混合C,混合型-偏股
012314,南方行业领先混合,混合型-偏股
012317,创金合信聚鑫债券A,债券型-混合二级
012318,创金合信聚鑫债券C,债券型-混合二级
012319,东财消费电子增强A,指数型-股票
012320,东财消费电子增强C,指数型-股票
012321,东财云计算增强A,指数型-股票
012322,东财云计算增强C,指数型-股票
012323,华宝医疗ETF联接C,指数型-股票
012328,天弘中证新能源指数增强A,指数型-股票
012329,天弘中证新能源指数增强C,指数型-股票
012330,广发集优9个月持有期债券A,债券型-混合二级
012331,广发集优9个月持有期债券C,债券型-混合二级
012332,上银鑫尚稳健回报6个月持有期混合A,混合型-平衡
012333,上银鑫尚稳健回报6个月持有期混合C,混合型-平衡
012334,上银慧尚6个月持有期混合A,混合型-偏债
012335,上银慧尚6个月持有期混合C,混合型-偏债
012338,中信建投双鑫债券A,债券型-混合二级
012339,中信建投双鑫债券C,债券型-混合二级
012340,东财食品饮料增强A,指数型-股票
012341,东财食品饮料增强C,指数型-股票
012342,广发瑞泽精选混合A,混合型-偏股
012343,广发瑞泽精选混合C,混合型-偏股
012344,嘉实领先优势混合A,混合型-偏股
012345,嘉实领先优势混合C,混合型-偏股
012346,易方达港股通成长混合A,混合型-偏股
012347,易方达港股通成长混合C,混合型-偏股
012348,天弘恒生科技ETF联接A,指数型-海外股票
012349,天弘恒生科技ETF联接C,指数型-海外股票
012350,万家元贞量化选股股票A,股票型
012351,万家元贞量化选股股票C,股票型
012354,南方新能源产业趋势混合A,混合型-偏股
012355,南方新能源产业趋势混合C,混合型-偏股
012358,汇丰晋信医疗先锋混合A,混合型-偏股
012359,汇丰晋信医疗先锋混合C,混合型-偏股
012360,汇丰晋信港股通核心资产股票发起式A,股票型
012361,汇丰晋信港股通核心资产股票发起式C,股票型
012362,国泰中证全指证券公司ETF联接A,指数型-股票
012363,国泰中证全指证券公司ETF联接C,指数型-股票
012364,广发中证光伏产业指数A,指数型-股票
012365,广发中证光伏产业指数C,指数型-股票
012366,摩根安荣回报混合A,混合型-偏债
012367,摩根安荣回报混合C,混合型-偏债
012368,大摩优享六个月持有期混合A,混合型-偏股
012369,大摩优享六个月持有期混合C,混合型-偏股
012370,银华鑫利一年持有期混合,混合型-偏股
012371,东财沪港深互联网A,指数型-股票
012372,东财沪港深互联网C,指数型-股票
012373,富国稳健恒盛12个月持有混合A,混合型-偏股
012374,富国稳健恒盛12个月持有混合C,混合型-偏股
012377,长盛安睿一年持有混合A,混合型-偏债
012378,长盛安睿一年持有混合C,混合型-偏债
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股
012381,英大通盈纯债债券E,债券型-混合一级
012382,宏利新兴景气龙头混合A,混合型-偏股
012383,宏利新兴景气龙头混合C,混合型-偏股
012387,国金ESG持续增长混合A,混合型-偏股
012388,国金ESG持续增长混合C,混合型-偏股
012389,信澳品质回报6个月持有混合,混合型-偏股
012390,中欧产业前瞻混合A,混合型-偏股
012391,中欧产业前瞻混合C,混合型-偏股
012394,农银中证新华社民族品牌指数,指数型-股票
012397,南方佳元6个月持有债券A,债券型-混合二级
012398,南方佳元6个月持有债券C,债券型-混合二级
012399,南方永元一年持有债券A,债券型-混合二级
012400,南方永元一年持有债券C,债券型-混合二级
012401,天弘中证医药主题指数增强A,指数型-股票
012402,天弘中证医药主题指数增强C,指数型-股票
012406,永赢长远价值混合A,混合型-偏股
012407,永赢长远价值混合C,混合型-偏股
012408,广发恒昌一年持有混合A,混合型-偏债
012409,广发恒昌一年持有混合C,混合型-偏债
012410,海富通成长领航混合A,混合型-偏股
012411,海富通成长领航混合C,混合型-偏股
012412,汇泉策略优选混合A,混合型-偏股
012413,建信睿怡纯债C,债券型-混合一级
012414,招商中证白酒指数(LOF)C,指数型-股票
012417,招商国证生物医药指数(LOF)C,指数型-股票
012420,广发价值领先混合C,混合型-偏股
012421,华夏优加生活混合A,混合型-偏股
012422,华夏优加生活混合C,混合型-偏股
012426,南方价值臻选混合A,混合型-灵活
012427,南方价值臻选混合C,混合型-灵活
012428,华夏核心制造混合A,混合型-偏股
012429,华夏核心制造混合C,混合型-偏股
012430,农银瑞康6个月持有混合,混合型-偏债
012433,华安添和一年债券A,债券型-混合二级
012434,银华多元回报一年持有期混合,混合型-偏股
012435,万家招瑞回报一年持有混合A,混合型-偏债
012436,万家招瑞回报一年持有混合C,混合型-偏债
012437,德邦价值优选混合A,混合型-偏股
012438,德邦价值优选混合C,混合型-偏股
012439,东方红睿和三年持有混合C,混合型-偏股
012440,平安惠信3个月定开债A,债券型-混合一级
012441,平安惠信3个月定开债C,债券型-混合一级
012442,永赢稳健增长一年持有混合E,混合型-偏债
012443,招商瑞鸿6个月持有混合A,混合型-偏债
012444,招商瑞鸿6个月持有混合C,混合型-偏债
012445,华富新能源股票型发起式A,股票型
012446,华安添和一年债券C,债券型-混合二级
012447,华夏互联网龙头混合A,混合型-偏股
012448,华夏互联网龙头混合C,混合型-偏股
012449,广发睿毅领先混合C,混合型-偏股
012454,淳厚鑫悦混合A,混合型-偏股
012455,淳厚鑫悦混合C,混合型-偏股
012456,鹏扬数字经济先锋混合A,混合型-偏股
012457,鹏扬数字经济先锋混合C,混合型-偏股
012459,汇添富稳健睿享一年持有混合A,混合型-偏债
012460,汇添富稳健睿享一年持有混合C,混合型-偏债
012461,东财龙头家电A,指数型-股票
012462,东财龙头家电C,指数型-股票
012463,博时成长优势混合A,混合型-偏股
012464,博时成长优势混合C,混合型-偏股
012466,嘉实策略精选混合A,混合型-偏股
012467,嘉实策略精选混合C,混合型-偏股
012473,大成成长回报六个月持有混合A,混合型-偏股
012474,大成成长回报六个月持有混合C,混合型-偏股
012475,平安优质企业混合A,混合型-偏股
012476,平安优质企业混合C,混合型-偏股
012477,富国匠心精选12个月持有混合A,混合型-偏股
012478,富国匠心精选12个月持有混合C,混合型-偏股
012479,汇安信泰稳健一年持有期混合A,混合型-偏债
012480,汇安信泰稳健一年持有期混合C,混合型-偏债
012483,前海开源优质龙头6个月持有混合A,混合型-偏股
012484,前海开源优质龙头6个月持有混合C,混合型-偏股
012485,建信汇益一年持有混合A,混合型-偏债
012486,建信汇益一年持有混合C,混合型-偏债
012487,博时恒玺一年持有期混合A,混合型-偏债
012488,博时恒玺一年持有期混合C,混合型-偏债
012491,华商核心引力混合A,混合型-灵活
012492,华商核心引力混合C,混合型-灵活
012493,长信内需均衡混合A,混合型-偏股
012494,长信内需均衡混合C,混合型-偏股
012495,民生加银双核动力混合A,混合型-偏股
012496,同泰行业优选股票A,股票型
012497,同泰行业优选股票C,股票型
012498,汇添富中证500基本面增强指数A,指数型-股票
012499,汇添富中证500基本面增强指数C,指数型-股票
012500,博时汇荣回报混合A,混合型-灵活
012501,博时汇荣回报混合C,混合型-灵活
012502,银华安盛混合,混合型-偏股
012503,国泰中证环保产业50ETF联接A,指数型-股票
012504,国泰中证环保产业50ETF联接C,指数型-股票
012506,东方品质消费一年持有期混合A,混合型-偏股
012507,东方品质消费一年持有期混合C,混合型-偏股
012510,国富优质企业一年持有期混合A,混合型-偏股
012511,国富优质企业一年持有期混合C,混合型-偏股
012519,大成核心趋势混合A,混合型-偏股
012520,大成核心趋势混合C,混合型-偏股
012521,英大稳固增强核心一年持有混合A,混合型-偏债
012522,英大稳固增强核心一年持有混合C,混合型-偏债
012523,国联高质量成长混合A,混合型-偏股
012524,国联高质量成长混合C,混合型-偏股
012525,融通稳信增益6个月持有期混合C,混合型-偏债
012526,广发盛锦混合A,混合型-偏股
012527,广发盛锦混合C,混合型-偏股
012528,广发鑫睿一年持有期混合A,混合型-偏股
012529,广发鑫睿一年持有期混合C,混合型-偏股
012530,永赢惠添盈一年持有混合,混合型-偏股
012533,嘉实价值驱动一年持有期混合A,混合型-偏股
012534,嘉实价值驱动一年持有期混合C,混合型-偏股
012535,万家全球成长一年持有期混合(QDII)A,QDII-混合偏股
012536,万家全球成长一年持有期混合(QDII)C,QDII-混合偏股
012537,华宝中证细分化工产业主题ETF联接A,指数型-股票
012538,华宝中证细分化工产业主题ETF联接C,指数型-股票
012539,东方兴润债券A,债券型-混合二级
012540,东方兴润债券C,债券型-混合二级
012541,金鹰产业升级混合A,混合型-偏股
012542,金鹰产业升级混合C,混合型-偏股
012543,嘉实中证新能源汽车指数A,指数型-股票
012544,嘉实中证新能源汽车指数C,指数型-股票
012545,富荣福银混合A,混合型-偏股
012546,富荣福银混合C,混合型-偏股
012547,南方中证银行ETF发起联接E,指数型-股票
012548,华宝中证细分食品饮料产业主题ETF联接A,指数型-股票
012549,华宝中证细分食品饮料产业主题ETF联接C,指数型-股票
012550,华宝中证电子50ETF联接A,指数型-股票
012551,华宝中证电子50ETF联接C,指数型-股票
012552,天弘芯片产业ETF联接A,指数型-股票
012553,天弘芯片产业ETF联接C,指数型-股票
012554,西部利得创业板大盘ETF联接A,指数型-股票
012555,西部利得创业板大盘ETF联接C,指数型-股票
012556,长盛景气优选混合,混合型-偏股
012557,中欧景气前瞻一年混合A,混合型-偏股
012558,中欧景气前瞻一年混合C,混合型-偏股
012568,天弘高端制造混合A,混合型-偏股
012569,天弘高端制造混合C,混合型-偏股
