date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2024-08-26,000062,0.10017682707315712,False,True,True,18.67,18.67,18.67,16.969999313354492,False
2024-08-26,301115,0.1996586757386154,False,True,False,14.06,14.06,14.06,11.720000267028809,False
2024-08-26,300050,-0.05015675684967602,False,False,False,6.06,6.02,5.99,6.380000114440918,False
2024-08-26,300977,0.10254732445151737,False,False,False,16.88,16.63,16.54,15.3100004196167,False
2024-08-26,300106,0.1971428571428573,False,True,False,8.38,8.39,8.4,7.0,False
2024-08-27,000062,0.08623459652527465,False,True,False,20.28,20.54,20.54,18.670000076293945,False
2024-08-27,301115,0.19985771667991936,False,True,False,16.87,16.87,16.87,14.0600004196167,False
2024-08-27,000908,0.0500000278155015,False,True,False,3.78,3.78,3.78,3.5999999046325684,False
2024-08-27,002302,0.09983082365835294,False,True,False,6.5,6.5,6.5,5.909999847412109,False
2024-08-27,300977,0.13663838932143135,False,True,False,18.8,19.85,19.85,16.540000915527344,False
2024-08-28,000062,0.09980520901159973,False,True,False,22.59,22.59,22.59,20.540000915527344,False
2024-08-28,603038,0.044917252971580446,False,False,False,8.84,8.71,8.62,8.460000038146973,False
2024-08-28,002302,0.10000000000000009,False,True,True,7.15,7.15,7.15,6.5,False
2024-08-28,000908,0.050264558213838795,False,True,False,3.97,3.97,3.97,3.7799999713897705,False
2024-08-28,301115,-0.06816839253255524,False,True,False,15.72,15.88,16.25,16.8700008392334,False
2024-08-29,000062,0.06418768648153361,False,False,False,24.04,23.94,23.45,22.59000015258789,False
2024-08-29,300562,0.20000003846753667,False,True,True,14.28,14.28,14.28,11.899999618530273,False
2024-08-29,002302,0.10069928601806111,False,True,True,7.87,7.86,7.87,7.150000095367432,False
2024-08-29,603060,0.05462186846039363,False,True,False,7.53,7.65,7.4,7.139999866485596,False
2024-08-29,603626,0.10029495120190735,False,True,True,7.46,7.46,7.46,6.78000020980835,False
2024-08-30,000062,0.10021318382106426,False,True,True,25.8,25.8,25.8,23.450000762939453,False
2024-08-30,300686,0.2002164799467263,False,True,True,11.09,11.09,10.26,9.239999771118164,False
2024-08-30,300562,0.20028013448945203,False,True,True,17.14,17.14,14.95,14.279999732971191,False
2024-08-30,603626,0.10053618740186021,False,True,True,8.21,8.21,8.21,7.460000038146973,False
2024-08-30,300337,0.1995412476706342,False,True,False,10.46,10.46,9.92,8.720000267028809,False
2024-09-02,000062,0.10000003252842715,False,True,True,28.38,28.38,28.38,25.799999237060547,False
2024-09-02,603626,0.09987819220986305,False,True,False,9.03,9.03,9.03,8.210000038146973,False
2024-09-02,300686,0.05750484970334768,False,False,False,10.85,10.62,10.48,10.260000228881836,False
2024-09-02,002681,0.07900209183804474,False,False,False,5.19,5.02,4.92,4.809999942779541,False
2024-09-03,000062,0.10007050469400669,False,True,True,31.22,31.22,31.22,28.3799991607666,False
2024-09-03,300879,0.13037447390841006,False,False,False,16.3,16.07,15.99,14.420000076293945,False
2024-09-03,301311,0.20013570384594748,False,True,True,17.69,17.69,17.69,14.739999771118164,False
2024-09-03,603626,0.09966780660498165,False,True,False,9.93,9.93,9.93,9.029999732971191,False
2024-09-03,002514,-0.08506615597316514,False,False,False,4.84,4.8,4.77,5.289999961853027,False
2024-09-04,000062,0.059577217410439864,False,True,False,33.08,33.32,34.34,31.219999313354492,False
2024-09-04,603626,0.09969785139968268,False,True,False,10.92,10.92,10.92,9.930000305175781,False
2024-09-04,300047,0.017162498033183038,True,False,False,8.89,8.68,8.57,8.739999771118164,False
2024-09-04,603306,0.09999995628992897,False,True,True,21.12,21.12,21.12,19.200000762939453,False
2024-09-04,002388,0.10085840514542088,False,True,True,5.13,5.13,5.13,4.659999847412109,False
2024-09-05,000062,0.09988351287626962,False,True,False,37.77,37.77,37.77,34.34000015258789,False
2024-09-05,603626,0.09981684213284203,False,True,False,12.01,12.01,12.01,10.920000076293945,False
2024-09-05,300941,0.19999996864632474,False,True,True,17.52,17.52,17.52,14.600000381469727,False
2024-09-05,002388,0.09941518015242057,False,True,False,5.64,5.64,5.64,5.130000114440918,False
2024-09-05,600550,-0.01861249581254676,False,True,False,5.8,5.83,5.77,5.909999847412109,False
2024-09-06,000062,0.10007941478484517,False,True,True,41.55,41.55,41.55,37.77000045776367,False
